entityType,firstAppearanceInMarioMaker,firstAppearanceInMarioMaker_version,isInSuperMarioMaker1,isInSuperMarioMakerFor3DS,isInSuperMarioMaker2,isInSMBGameStyle,isInSMB3GameStyle,isInSMWGameStyle,isInNSMBUGameStyle,isInSM3DWGameStyle,isInGroundTheme,isInUndergroundTheme,isInUnderwaterTheme,isInDesertTheme,isInSnowTheme,isInSkyTheme,isInForestTheme,isInGhostHouseTheme,isInAirshipTheme,isInCastleTheme,isInDayTime,isInNightTime,categoryInTheEditor,hasAMushroomVariant,canBeInAParachute,canBeInAParachute_comment,canHaveWings,canHaveWings_comment,canContainOrSpawnAKey,isAffectedDirectlyByAnOnOrOffState,isAffectedDirectlyByAnOnOrOffState_comment,canBePutOnATrack,editorLimit_canBePutOnATrack,whilePlaying_canBePutOnATrack,canSpawnOutOfAPipe,canBePutInASwingingClaw,canBeThrownByALakitu,canBePutInALakituCloud,canBePutInAClownCar,canBeFiredOutOfABulletLauncher,canComeOutOfABlock,canBePutInATree,weight,lightSourceEmitted,lightSourceEmitted_isInSMB,canSurviveInTheLavaOrThePoison,canIgniteABobOmb,canBeBrokenOrKilledByABobOmb,canBeAffectedByATwister,canGoThroughWalls,canGoThroughWalls_SM3DW,canBeStacked,isGlobalGroundOrGlobal,isGlobalGroundOrGlobal_SM3DW,instrument,canMakeASoundOutOfAMusicBlock,canMakeASoundOutOfAMusicBlock_comment,canBeThrownByBowserInClownCar,canBeThrownByBowserJr,canBeThrownByBowserJrInClownCar,canBeTransformedByMagikoopa,canBeSpawnedByMagikoopa,canBeSpawnedByWingedMagikoopa,limitAmount,editorLimit_SMM1And3DS,editorLimit_SMM2,editorLimit_SMM2_isUnknown,whilePlaying_isInGEL,whilePlaying_isInGEL_comment,whilePlaying_isInGEL_isSuperGlobal,whilePlaying_isInGEL_isSuperGlobal_comment,whilePlaying_isInPL,whilePlaying_isInPJL,whilePlaying_isInPJL_comment,whilePlaying_isInObjectRenderedLimit,whilePlaying_isInObjectRenderedLimit_comment,whilePlaying_isInCollectedCoinLimit,whilePlaying_otherLimit,whilePlaying_otherLimit_comment,whilePlaying_otherLimit_isUnknown,canRespawn,canRespawn_online,canRespawn_online_inABlock,behaviour_solo,behaviour_localCoop,behaviour_onlineCoop,behaviour_onlineVS,offscreenSpawningAndDespawningReferencePoint,offscreenSpawningHorizontalRange,offscreenDespawningHorizontalRange,offscreenSpawningUpwardVerticalRange,offscreenDespawningUpwardVerticalRange,offscreenSpawningDownwardVerticalRange,offscreenDespawningDownwardVerticalRange,dimension,dimension_maximum,dimension_differentSM3DW,dimension_maximum_differentSM3DW,inDayTime,inNightTime,inGroundTheme,inUndergroundTheme,inUnderwaterTheme,inDesertTheme,inSnowTheme,inSkyTheme,inForestTheme,inGhostHouseTheme,inAirshipTheme,inCastleTheme,inSMBGameStyle,inSMB3GameStyle,inSMWGameStyle,inNSMBUGameStyle,inSM3DWGameStyle,hasANameReferencedInMarioMaker,english,americanEnglish,europeanEnglish,french,canadianFrench,europeanFrench,german,spanish,americanSpanish,europeanSpanish,italian,dutch,portuguese,americanPortuguese,europeanPortuguese,russian,japanese,chinese,traditionalChinese,simplifiedChinese,korean
Object,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Wendy’s Wand,,,Baguette à Wendy,,,???,???,,,???,???,???,,,???,???,???,,,???
Projectile,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"For each projectiles (NSMU → 2, [SMB,SMB3,SMW] → 3)",N/A,,FALSE,FALSE,,FALSE,,FALSE,TRUE,Each one separated,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Candy Ring thrown by a Wendy,,,Anneau Bonbon lancé par une Wendy,,,???,???,,,???,???,???,,,???,???,???,,,???
Unused projectile,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,?,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,?,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,(Wendy’s projectile),,,???,,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,Koopaling Limit,General Entity Limit,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"Bottom → Hello
Top → Ok",TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Koopaling Limit,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,Edge,3,,,,,,2x2,4x4,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Lemmy,,,Lemmy,,,Lemmy,Lemmy,,,Lemmy,Lemmy,Lemmy,,,Лемми,レミー,雷米,,,레미
Object,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Lemmy’s Wand,,,Baguette à Lemmy,,,???,???,,,???,???,???,,,???,???,???,,,???
Projectile,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yeah,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectiles,N/A,,FALSE,FALSE,,FALSE,,FALSE,TRUE,Each one separated,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Magic Ball thrown by a Lemmy,,,Balle magique lancé par un Lemmy,,,???,???,,,???,???,???,,,???,???,???,,,???
Unused projectile,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,?,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,?,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,(Lemmy’s projectile),,,???,,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,Koopaling Limit,General Entity Limit,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Bass “glissando”,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Koopaling Limit,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,Edge,3,,,,,,2x2,4x4,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Roy,,,Roy,,,Roy,Roy,,,Roy,Roy,Roy,,,Рой,ロイ,洛伊,,,로이
Object,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Roy’s Wand,,,Baguette à Roy,,,???,???,,,???,???,???,,,???,???,???,,,???
Projectile,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,TRUE,FALSE,NSMBU,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectiles (3),N/A,,FALSE,FALSE,,FALSE,,FALSE,TRUE,Each one separated,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,(Roy’s projectile),,,???,,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,Koopaling Limit,General Entity Limit,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Bomb,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Koopaling Limit,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,Edge,3,,,,,,2x2,4x4,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Morton,,,Morton,,,Morton,Morton,,,Morton,Morton,Morton,,,Мортон,モートン,莫顿,,,모톤
Object,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Morton’s Wand,,,Baguette à Morton,,,???,???,,,???,???,???,,,???,???,???,,,???
Projectile,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,TRUE,FALSE,NSMBU,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,N/A,,FALSE,FALSE,,FALSE,,FALSE,TRUE,Each one separated,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,(Morton’s Thrown projectile),,,???,,,???,???,,,???,???,???,,,???,???,???,,,???
Projectile,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,TRUE,FALSE,NSMBU,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectiles (2),N/A,,FALSE,FALSE,,FALSE,,FALSE,TRUE,Each one separated,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,(Morton’s Ground projectile),,,???,,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,Koopaling Limit,General Entity Limit,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Timpani roll,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Koopaling Limit,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,Edge,3,,,,,,2x2,4x4,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Ludwig,,,Ludwig,,,Ludwig,Ludwig,,,Ludwig,Ludwig,Ludwig,,,Людвиг,ルドウィッグ,洛德威格,,,루드윅
Object,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Ludwig’s Wand,,,Baguette à Ludwig,,,???,???,,,???,???,???,,,???,???,???,,,???
Projectile,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,TRUE,FALSE,NSMBU,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectiles (3-5),N/A,,FALSE,FALSE,,FALSE,,FALSE,TRUE,Each one separated,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,(Ludwig’s projectile),,,???,,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,1,v1.30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,Edge,6,8,6,16,3,16,3x3,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Bumper,,,,Pneu à bonds,Bumper,Rückprallring,,Rueda elástica,Rosca,Ruota di gomma,Bumper,Roda de Borracha,,,Бампер,マルマル,圈圈,,,통통동글
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,TRUE,While holding an entity,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,10,12,9,21,6,19,3x1 + 1x3,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Swinging Claw,,,Pince suspendue,,,Kettengreifer,Garra oscilante,,,Gru oscillante,Grijpkraan,Garra oscilante,,,Хваталка на цепи,ブランコクレーン,,搖擺吊臂,摇摆吊臂,그네크레인
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,Edge,3,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Twister,,,Tourbillon,,,Wirbelwind,Torbellino,,,Mulinello d’aria,Twister,Tornado,,,Вихрь,たつまき,,龍捲風,龙卷风,회오리
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),One-Way Wall / Arrow Sign / Dash Block Limit,FALSE,TRUE,,TRUE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,∞,,∞,,∞,,2x2,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,One-Way Wall,,,Mur à sens unique,,,Einbahnwand,Muro unidireccional,,,Muro a senso unico,Eenrichtingsmuur,???,,,Стена невозврата,一方通行カベ,,單面通行牆,单面通行墙,일방통행 벽
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,TRUE,Only some variants,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Block Limit,Track Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,∞,,∞,,∞,,1x3,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Track,,,Rails,,,Schiene,,Riel,Raíl,Binario,Rail,Faixa,,,Рельс,レール,,軌道,轨道,레일
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,TRUE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Track Block Limit,FALSE,TRUE,,TRUE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,∞,,∞,,∞,,"2x2
track → 2x2 * 1","2x2
track → 2x2 * 10",,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,TRUE,Track Block,,,Bloc mobile,,,Spur-Block,Bloque riel,,,Blocco traiettoria,Beweegblok,???,,,Рельс-блок,きどうブロック,,機動磚塊,机动砖块,궤도블록
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Extendable Terrain Limit,Extendable Terrain Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,Grown Vine Limit,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,1x3,1x27,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,Tree,TRUE,Vine,,,,Vigne,Liane,Ranke,,Enredadera,Parra,Viticcio,Slingerplant,???,,,Лоза,つる,藤蔓,,,콩나
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,2x2 + 4x4,2x10 + 4x4,,,this,,this,this,this,this,this,this,this,this,this,this,Vine,Vine,Vine,Vine,this,TRUE,Tree,,,Arbre,,,Baum,Árbol,,,Albero,Boom,???,,,дерево,木,,樹,树,나무
Object,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,?,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,???,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,FALSE,Starting Arrow,,,Flèche du départ,,,???,???,,,???,???,???,,,???,???,???,,,???
